label_idx	cell	target	condition	category	label_name
816	H1-hESC	H2AZ	None	Histone	816--H1-hESC--H2AZ--None
817	H1-hESC	H2BK120ac	None	Histone	817--H1-hESC--H2BK120ac--None
818	H1-hESC	H2BK12ac	None	Histone	818--H1-hESC--H2BK12ac--None
819	H1-hESC	H2BK15ac	None	Histone	819--H1-hESC--H2BK15ac--None
820	H1-hESC	H2BK20ac	None	Histone	820--H1-hESC--H2BK20ac--None
821	H1-hESC	H2BK5ac	None	Histone	821--H1-hESC--H2BK5ac--None
822	H1-hESC	H3K14ac	None	Histone	822--H1-hESC--H3K14ac--None
823	H1-hESC	H3K18ac	None	Histone	823--H1-hESC--H3K18ac--None
824	H1-hESC	H3K23ac	None	Histone	824--H1-hESC--H3K23ac--None
825	H1-hESC	H3K23me2	None	Histone	825--H1-hESC--H3K23me2--None
826	H1-hESC	H3K27ac	None	Histone	826--H1-hESC--H3K27ac--None
827	H1-hESC	H3K27me3	None	Histone	827--H1-hESC--H3K27me3--None
828	H1-hESC	H3K36me3	None	Histone	828--H1-hESC--H3K36me3--None
829	H1-hESC	H3K4ac	None	Histone	829--H1-hESC--H3K4ac--None
830	H1-hESC	H3K4me1	None	Histone	830--H1-hESC--H3K4me1--None
831	H1-hESC	H3K4me2	None	Histone	831--H1-hESC--H3K4me2--None
832	H1-hESC	H3K4me3	None	Histone	832--H1-hESC--H3K4me3--None
833	H1-hESC	H3K56ac	None	Histone	833--H1-hESC--H3K56ac--None
834	H1-hESC	H3K79me1	None	Histone	834--H1-hESC--H3K79me1--None
835	H1-hESC	H3K79me2	None	Histone	835--H1-hESC--H3K79me2--None
836	H1-hESC	H3K9ac	None	Histone	836--H1-hESC--H3K9ac--None
837	H1-hESC	H3K9me3	None	Histone	837--H1-hESC--H3K9me3--None
838	H1-hESC	H4K20me1	None	Histone	838--H1-hESC--H4K20me1--None
839	H1-hESC	H4K5ac	None	Histone	839--H1-hESC--H4K5ac--None
840	H1-hESC	H4K8ac	None	Histone	840--H1-hESC--H4K8ac--None
841	H1-hESC	H4K91ac	None	Histone	841--H1-hESC--H4K91ac--None
842	K562	H2AZ	None	Histone	842--K562--H2AZ--None
843	K562	H3K27ac	None	Histone	843--K562--H3K27ac--None
844	K562	H3K27me3	None	Histone	844--K562--H3K27me3--None
845	K562	H3K36me3	None	Histone	845--K562--H3K36me3--None
846	K562	H3K4me1	None	Histone	846--K562--H3K4me1--None
847	K562	H3K4me2	None	Histone	847--K562--H3K4me2--None
848	K562	H3K4me3	None	Histone	848--K562--H3K4me3--None
849	K562	H3K79me2	None	Histone	849--K562--H3K79me2--None
850	K562	H3K9ac	None	Histone	850--K562--H3K9ac--None
851	K562	H3K9me1	None	Histone	851--K562--H3K9me1--None
852	K562	H3K9me3	None	Histone	852--K562--H3K9me3--None
853	K562	H4K20me1	None	Histone	853--K562--H4K20me1--None
854	Monocytes-CD14+RO01746 	H2AZ	None	Histone	854--Monocytes-CD14+RO01746--H2AZ--None
855	Monocytes-CD14+RO01746 	H3K27ac	None	Histone	855--Monocytes-CD14+RO01746--H3K27ac--None
856	Monocytes-CD14+RO01746 	H3K27me3	None	Histone	856--Monocytes-CD14+RO01746--H3K27me3--None
857	Monocytes-CD14+RO01746 	H3K36me3	None	Histone	857--Monocytes-CD14+RO01746--H3K36me3--None
858	Monocytes-CD14+RO01746 	H3K4me1	None	Histone	858--Monocytes-CD14+RO01746--H3K4me1--None
859	Monocytes-CD14+RO01746 	H3K4me2	None	Histone	859--Monocytes-CD14+RO01746--H3K4me2--None
860	Monocytes-CD14+RO01746 	H3K4me3	None	Histone	860--Monocytes-CD14+RO01746--H3K4me3--None
861	Monocytes-CD14+RO01746 	H3K79me2	None	Histone	861--Monocytes-CD14+RO01746--H3K79me2--None
862	Monocytes-CD14+RO01746 	H3K9ac	None	Histone	862--Monocytes-CD14+RO01746--H3K9ac--None
863	Monocytes-CD14+RO01746 	H3K9me3	None	Histone	863--Monocytes-CD14+RO01746--H3K9me3--None
864	Monocytes-CD14+RO01746 	H4K20me1	None	Histone	864--Monocytes-CD14+RO01746--H4K20me1--None
865	NH-A	H2AZ	None	Histone	865--NH-A--H2AZ--None
866	NH-A	H3K27ac	None	Histone	866--NH-A--H3K27ac--None
867	NH-A	H3K27me3	None	Histone	867--NH-A--H3K27me3--None
868	NH-A	H3K36me3	None	Histone	868--NH-A--H3K36me3--None
869	NH-A	H3K4me1	None	Histone	869--NH-A--H3K4me1--None
870	NH-A	H3K4me2	None	Histone	870--NH-A--H3K4me2--None
871	NH-A	H3K4me3	None	Histone	871--NH-A--H3K4me3--None
872	NH-A	H3K79me2	None	Histone	872--NH-A--H3K79me2--None
873	NH-A	H3K9ac	None	Histone	873--NH-A--H3K9ac--None
874	NH-A	H3K9me3	None	Histone	874--NH-A--H3K9me3--None
875	NH-A	H4K20me1	None	Histone	875--NH-A--H4K20me1--None
876	NHDF-Ad	H2AZ	None	Histone	876--NHDF-Ad--H2AZ--None
877	NHDF-Ad	H3K27ac	None	Histone	877--NHDF-Ad--H3K27ac--None
878	NHDF-Ad	H3K27me3	None	Histone	878--NHDF-Ad--H3K27me3--None
879	NHDF-Ad	H3K36me3	None	Histone	879--NHDF-Ad--H3K36me3--None
880	NHDF-Ad	H3K4me1	None	Histone	880--NHDF-Ad--H3K4me1--None
881	NHDF-Ad	H3K4me2	None	Histone	881--NHDF-Ad--H3K4me2--None
882	NHDF-Ad	H3K4me3	None	Histone	882--NHDF-Ad--H3K4me3--None
883	NHDF-Ad	H3K79me2	None	Histone	883--NHDF-Ad--H3K79me2--None
884	NHDF-Ad	H3K9ac	None	Histone	884--NHDF-Ad--H3K9ac--None
885	NHDF-Ad	H3K9me3	None	Histone	885--NHDF-Ad--H3K9me3--None
886	NHDF-Ad	H4K20me1	None	Histone	886--NHDF-Ad--H4K20me1--None
887	NHEK	H2AZ	None	Histone	887--NHEK--H2AZ--None
888	NHEK	H3K27ac	None	Histone	888--NHEK--H3K27ac--None
889	NHEK	H3K27me3	None	Histone	889--NHEK--H3K27me3--None
890	NHEK	H3K36me3	None	Histone	890--NHEK--H3K36me3--None
891	NHEK	H3K4me1	None	Histone	891--NHEK--H3K4me1--None
892	NHEK	H3K4me2	None	Histone	892--NHEK--H3K4me2--None
893	NHEK	H3K4me3	None	Histone	893--NHEK--H3K4me3--None
894	NHEK	H3K79me2	None	Histone	894--NHEK--H3K79me2--None
895	NHEK	H3K9ac	None	Histone	895--NHEK--H3K9ac--None
896	NHEK	H3K9me1	None	Histone	896--NHEK--H3K9me1--None
897	NHEK	H3K9me3	None	Histone	897--NHEK--H3K9me3--None
898	NHEK	H4K20me1	None	Histone	898--NHEK--H4K20me1--None
899	NHLF	H2AZ	None	Histone	899--NHLF--H2AZ--None
900	NHLF	H3K27ac	None	Histone	900--NHLF--H3K27ac--None
901	NHLF	H3K27me3	None	Histone	901--NHLF--H3K27me3--None
902	NHLF	H3K36me3	None	Histone	902--NHLF--H3K36me3--None
903	NHLF	H3K4me1	None	Histone	903--NHLF--H3K4me1--None
904	NHLF	H3K4me2	None	Histone	904--NHLF--H3K4me2--None
905	NHLF	H3K4me3	None	Histone	905--NHLF--H3K4me3--None
906	NHLF	H3K79me2	None	Histone	906--NHLF--H3K79me2--None
907	NHLF	H3K9ac	None	Histone	907--NHLF--H3K9ac--None
908	NHLF	H3K9me3	None	Histone	908--NHLF--H3K9me3--None
909	NHLF	H4K20me1	None	Histone	909--NHLF--H4K20me1--None
910	Osteoblasts	H2AZ	None	Histone	910--Osteoblasts--H2AZ--None
911	Osteoblasts	H3K27ac	None	Histone	911--Osteoblasts--H3K27ac--None
912	Osteoblasts	H3K27me3	None	Histone	912--Osteoblasts--H3K27me3--None
913	Osteoblasts	H3K36me3	None	Histone	913--Osteoblasts--H3K36me3--None
914	Osteoblasts	H3K4me1	None	Histone	914--Osteoblasts--H3K4me1--None
915	Osteoblasts	H3K4me2	None	Histone	915--Osteoblasts--H3K4me2--None
916	Osteoblasts	H3K4me3	None	Histone	916--Osteoblasts--H3K4me3--None
917	Osteoblasts	H3K79me2	None	Histone	917--Osteoblasts--H3K79me2--None
918	Osteoblasts	H3K9me3	None	Histone	918--Osteoblasts--H3K9me3--None
